year,month,day,hour,minute,PAH
2019,9,30,11,15,2.3
2019,9,30,11,30,2.5
2019,9,30,11,45,2.4
2019,9,30,12,0,2.3
2019,9,30,12,15,2.4
2019,9,30,12,30,2.1
2019,9,30,12,45,2
2019,9,30,13,0,1.9
2019,9,30,13,15,1.5
2019,9,30,13,30,1.6
2019,9,30,13,45,1.5
2019,9,30,14,0,1.6
2019,9,30,14,15,2.5
2019,9,30,14,30,4
2019,9,30,14,45,4.8
2019,9,30,15,0,5.5
2019,9,30,15,15,5.5
2019,9,30,15,30,5
2019,9,30,15,45,4.8
2019,9,30,16,0,4.8
2019,9,30,16,15,5.1
2019,9,30,16,30,5
2019,9,30,16,45,5.8
2019,9,30,17,0,6.4
2019,9,30,17,15,6.2
2019,9,30,17,30,6.1
2019,9,30,17,45,5.7
2019,9,30,18,0,5.5
2019,9,30,18,15,5.5
2019,9,30,18,30,5.4
2019,9,30,18,45,5.2
2019,9,30,19,0,4.6
2019,9,30,19,15,4.2
2019,9,30,19,30,4.2
2019,9,30,19,45,3.9
2019,9,30,20,0,3.9
2019,9,30,20,15,4
2019,9,30,20,30,3.9
2019,9,30,20,45,3.9
2019,9,30,21,0,3.9
2019,9,30,21,15,3.8
2019,9,30,21,30,3.6
2019,9,30,21,45,3.6
2019,9,30,22,0,3.7
2019,9,30,22,15,3.8
2019,9,30,22,30,3.8
2019,9,30,22,45,3.8
2019,9,30,23,0,3.5
2019,9,30,23,15,4.1
2019,9,30,23,30,5.4
2019,9,30,23,45,6.2
2019,10,1,0,0,7.3
2019,10,1,0,15,7.7
2019,10,1,0,30,7.6
2019,10,1,0,45,7.7
2019,10,1,1,0,7.8
2019,10,1,1,15,7.6
2019,10,1,1,30,7.4
2019,10,1,1,45,7.6
2019,10,1,2,0,8
2019,10,1,2,15,8
2019,10,1,2,31,8
2019,10,1,2,45,8.4
2019,10,1,3,0,8.35
2019,10,1,3,15,8.35
2019,10,1,3,30,8.35
2019,10,1,3,45,8.3
2019,10,1,4,0,8.5
2019,10,1,4,15,8.5
2019,10,1,4,30,8
2019,10,1,4,45,8.2
2019,10,1,5,0,8.3
2019,10,1,5,15,8.3
2019,10,1,5,30,8.6
2019,10,1,5,45,8.3
2019,10,1,6,0,7
2019,10,1,6,15,7
2019,10,1,6,30,8.3
2019,10,1,6,45,9.1
2019,10,1,7,0,10
2019,10,1,7,15,9.7
2019,10,1,7,30,7.6
2019,10,1,7,45,6.2
2019,10,1,8,0,5.7
2019,10,1,8,15,5
2019,10,1,8,30,4.1
2019,10,1,8,45,3.2
2019,10,1,9,0,2.6
2019,10,1,9,15,2.2
2019,10,1,9,30,2.4
2019,10,1,9,45,2.5
2019,10,1,10,0,2.3
2019,10,1,10,15,2.3
2019,10,1,10,30,2.2
2019,10,1,10,45,2.1
2019,10,1,11,0,2.2
2019,10,1,11,15,2.1
2019,10,1,11,30,2.4
2019,10,1,11,45,2.8
2019,10,1,12,0,3.1
2019,10,1,12,15,3.1
2019,10,1,12,30,3.1
2019,10,1,12,45,3.1
2019,10,1,13,0,3.2
2019,10,1,13,15,3.3
2019,10,1,13,30,3.8
2019,10,1,13,45,3.9
2019,10,1,14,0,3.5
2019,10,1,14,15,3.9
2019,10,1,14,30,6.3
2019,10,1,14,45,8.9
2019,10,1,15,0,9.7
2019,10,1,15,15,9
2019,10,1,15,30,5.9
2019,10,1,15,45,3.1
2019,10,1,16,0,2.5
2019,10,1,16,15,3
2019,10,1,16,30,3.6
2019,10,1,16,45,4.1
2019,10,1,17,0,4.6
2019,10,1,17,15,5.6
2019,10,1,17,30,6.5
2019,10,1,17,45,7.6
2019,10,1,18,0,8.6
2019,10,1,18,15,9
2019,10,1,18,30,9.2
2019,10,1,18,45,9
2019,10,1,19,0,9.1
2019,10,1,19,15,8.9
2019,10,1,19,30,8.9
2019,10,1,19,45,9.2
2019,10,1,20,0,9
2019,10,1,20,15,9.1
2019,10,1,20,30,9.1
2019,10,1,20,45,9
2019,10,1,21,0,9
2019,10,1,21,15,9.3
2019,10,1,21,30,8.8
2019,10,1,21,45,8.3
2019,10,1,22,0,8
2019,10,1,22,15,7.4
2019,10,1,22,30,7.4
2019,10,1,22,45,7.3
2019,10,1,23,0,7.3
2019,10,1,23,15,7.2
2019,10,1,23,30,7.2
2019,10,1,23,45,7.3
2019,10,2,0,0,7.1
2019,10,2,0,15,7.3
2019,10,2,0,30,7.2
2019,10,2,0,45,7.3
2019,10,2,1,0,7.4
2019,10,2,1,15,7.2
2019,10,2,1,30,7.3
2019,10,2,1,45,7.2
2019,10,2,2,0,7.3
2019,10,2,2,15,7.3
2019,10,2,2,30,7.4
2019,10,2,2,45,7.3
2019,10,2,3,0,7.2
2019,10,2,3,15,7.2
2019,10,2,3,30,7.1
2019,10,2,3,45,7.2
2019,10,2,4,0,7.2
2019,10,2,4,15,7.2
2019,10,2,4,30,7.2
2019,10,2,4,45,7.2
2019,10,2,5,0,7.5
2019,10,2,5,15,7.2
2019,10,2,5,30,7.1
2019,10,2,5,45,6.5
2019,10,2,6,0,5.1
2019,10,2,6,15,3.9
2019,10,2,6,30,2.6
2019,10,2,6,45,2.3
2019,10,2,7,0,2.8
2019,10,2,7,15,3.7
2019,10,2,7,30,4.8
2019,10,2,7,45,5.2
2019,10,2,8,0,5
2019,10,2,8,15,5.3
2019,10,2,8,30,5.3
2019,10,2,8,45,5.2
2019,10,2,9,0,5
2019,10,2,9,15,4.1
2019,10,2,9,30,3.2
2019,10,2,9,45,2.8
2019,10,2,10,0,2.7
2019,10,2,10,15,2.9
2019,10,2,10,30,3.1
2019,10,2,10,45,3.1
2019,10,2,11,0,3.1
2019,10,2,11,15,2.5
2019,10,2,11,30,2.2
2019,10,2,11,45,1.9
2019,10,2,12,0,2.2
2019,10,2,12,15,2.4
2019,10,2,12,30,2.6
2019,10,2,12,45,2.7
2019,10,2,13,0,2.1
2019,10,2,13,15,2.1
2019,10,2,13,30,1.8
2019,10,2,13,45,1.5
2019,10,2,14,0,1.5
2019,10,2,14,15,1.3
2019,10,2,14,30,1.1
2019,10,2,14,45,1.2
2019,10,2,15,0,1.2
2019,10,2,15,15,1.1
2019,10,2,15,30,1.2
2019,10,2,15,45,1.1
2019,10,2,16,0,1.1
2019,10,2,16,15,1.2
2019,10,2,16,30,1.4
2019,10,2,16,45,1.7
2019,10,2,17,0,1.8
2019,10,2,17,15,1.9
2019,10,2,17,30,2.2
2019,10,2,17,45,2.1
2019,10,2,18,0,2.4
2019,10,2,18,15,2.6
2019,10,2,18,30,2.2
2019,10,2,18,45,2.1
2019,10,2,19,0,2.1
2019,10,2,19,15,2.2
2019,10,2,19,30,2.2
2019,10,2,19,45,2.4
2019,10,2,20,0,2.1
2019,10,2,20,15,1.9
2019,10,2,20,30,2
2019,10,2,20,45,2
2019,10,2,21,0,2
2019,10,2,21,15,2.1
2019,10,2,21,30,2
2019,10,2,21,45,1.9
2019,10,2,22,0,2
2019,10,2,22,15,3.4
2019,10,2,22,30,5.2
2019,10,2,22,45,6.9
2019,10,2,23,0,8.6
2019,10,2,23,15,8.6
2019,10,2,23,30,8.6
2019,10,2,23,45,8.4
2019,10,3,0,0,8.5
2019,10,3,0,15,8.9
2019,10,3,0,30,8.9
2019,10,3,0,45,9.1
2019,10,3,1,0,8.9
2019,10,3,1,15,8.7
2019,10,3,1,30,8.6
2019,10,3,1,45,8.5
2019,10,3,2,0,8.65
2019,10,3,2,15,8.65
2019,10,3,2,31,8.8
2019,10,3,2,45,8.4
2019,10,3,3,0,8.1
2019,10,3,3,15,8.1
2019,10,3,3,30,7.8
2019,10,3,3,45,8.4
2019,10,3,4,0,8.5
2019,10,3,4,15,8.9
2019,10,3,4,30,9.4
2019,10,3,4,45,9.5
2019,10,3,5,0,9.5
2019,10,3,5,15,9.4
2019,10,3,5,30,9.5
2019,10,3,5,45,9.3
2019,10,3,6,0,8.6
2019,10,3,6,15,7.7
2019,10,3,6,30,6.7
2019,10,3,6,45,6.5
2019,10,3,7,0,6.1
2019,10,3,7,15,5.8
2019,10,3,7,30,5.9
2019,10,3,7,45,4.8
2019,10,3,8,0,4.9
2019,10,3,8,15,5.3
2019,10,3,8,30,5.6
2019,10,3,8,45,6.1
2019,10,3,9,0,6
2019,10,3,9,15,5.9
2019,10,3,9,30,5.5
2019,10,3,9,45,5.1
2019,10,3,10,0,5.2
2019,10,3,10,15,4.8
2019,10,3,10,30,4.3
2019,10,3,10,45,3.9
2019,10,3,11,0,3.5
2019,10,3,11,15,3.3
2019,10,3,11,30,3
2019,10,3,11,45,3.3
2019,10,3,12,0,3.1
2019,10,3,12,15,3.3
2019,10,3,12,30,3.3
2019,10,3,12,45,3.2
2019,10,3,13,0,3.3
2019,10,3,13,15,3
2019,10,3,13,30,3
2019,10,3,13,45,3
2019,10,3,14,0,3.1
2019,10,3,14,15,3.1
2019,10,3,14,30,3.2
2019,10,3,14,45,2.9
2019,10,3,15,0,4.3
2019,10,3,15,15,4.7
2019,10,3,15,30,5
2019,10,3,15,45,5.6
2019,10,3,16,0,4.6
2019,10,3,16,15,4.9
2019,10,3,16,30,5.3
2019,10,3,16,45,5.6
2019,10,3,17,0,6
2019,10,3,17,15,6.8
2019,10,3,17,30,7.1
2019,10,3,17,45,7.6
2019,10,3,18,0,7.8
2019,10,3,18,15,7.7
2019,10,3,18,30,8.1
2019,10,3,18,45,8.6
2019,10,3,19,0,8.9
2019,10,3,19,15,9
2019,10,3,19,30,9.1
2019,10,3,19,45,9.1
2019,10,3,20,0,9.3
2019,10,3,20,15,9.3
2019,10,3,20,30,9.2
2019,10,3,20,45,8.8
2019,10,3,21,0,8.6
2019,10,3,21,15,8.5
2019,10,3,21,30,8.2
2019,10,3,21,45,8.3
2019,10,3,22,0,8.2
2019,10,3,22,15,8.3
2019,10,3,22,30,8.3
2019,10,3,22,45,8.3
2019,10,3,23,0,8.3
2019,10,3,23,15,8.1
2019,10,3,23,30,8.4
2019,10,3,23,45,8.3
2019,10,4,0,0,8.5
2019,10,4,0,15,8.5
2019,10,4,0,30,8.4
2019,10,4,0,45,8.6
2019,10,4,1,0,8.3
2019,10,4,1,15,8.4
2019,10,4,1,30,8.5
2019,10,4,1,45,8.4
2019,10,4,2,0,8.5
2019,10,4,2,15,8.5
2019,10,4,2,30,8.6
2019,10,4,2,45,8.6
2019,10,4,3,0,8.6
2019,10,4,3,15,8.6
2019,10,4,3,30,8.6
2019,10,4,3,45,8.7
2019,10,4,4,0,8.6
2019,10,4,4,15,8.5
2019,10,4,4,30,8.7
2019,10,4,4,45,8.6
2019,10,4,5,0,8.5
2019,10,4,5,15,8.6
2019,10,4,5,30,8.4
2019,10,4,5,45,8.2
2019,10,4,6,0,7.9
2019,10,4,6,15,9.5
2019,10,4,6,30,12.6
2019,10,4,6,45,15.7
2019,10,4,7,0,19
2019,10,4,7,15,18
2019,10,4,7,30,14.8
2019,10,4,7,45,12
2019,10,4,8,0,8.9
2019,10,4,8,15,6.9
2019,10,4,8,30,5.8
2019,10,4,8,45,4.2
2019,10,4,9,0,2.9
2019,10,4,9,15,2.8
2019,10,4,9,30,2.7
2019,10,4,9,45,2.9
2019,10,4,10,0,3
2019,10,4,10,15,3.3
2019,10,4,10,30,3.1
2019,10,4,10,45,2.9
2019,10,4,11,0,2.8
2019,10,4,11,15,2.7
2019,10,4,11,30,2.6
2019,10,4,11,45,2.7
2019,10,4,12,0,2.7
2019,10,4,12,15,2.5
2019,10,4,12,30,2.8
2019,10,4,12,45,2.8
2019,10,4,13,0,3.2
2019,10,4,13,15,3.7
2019,10,4,13,30,4
2019,10,4,13,45,4.3
2019,10,4,14,0,4.2
2019,10,4,14,15,4.2
2019,10,4,14,30,4.1
2019,10,4,14,45,3.9
2019,10,4,15,0,3.6
2019,10,4,15,15,3.3
2019,10,4,15,30,2.9
2019,10,4,15,45,2.7
2019,10,4,16,0,2.8
2019,10,4,16,15,2.7
2019,10,4,16,30,2.7
2019,10,4,16,45,3.3
2019,10,4,17,0,4.8
2019,10,4,17,15,6.5
2019,10,4,17,30,8.6
2019,10,4,17,45,10.1
2019,10,4,18,0,10.1
2019,10,4,18,15,10.3
2019,10,4,18,30,10.3
2019,10,4,18,45,10.4
2019,10,4,19,0,11.1
2019,10,4,19,15,11.3
2019,10,4,19,30,11.4
2019,10,4,19,45,11.1
2019,10,4,20,0,10.7
2019,10,4,20,15,10.7
2019,10,4,20,30,10.5
2019,10,4,20,45,10.6
2019,10,4,21,0,10.6
2019,10,4,21,15,10.4
2019,10,4,21,30,10.3
2019,10,4,21,45,10.5
2019,10,4,22,0,10.6
2019,10,4,22,15,10.4
2019,10,4,22,30,10.2
2019,10,4,22,45,10.1
2019,10,4,23,0,9.8
2019,10,4,23,15,9.8
2019,10,4,23,30,9.9
2019,10,4,23,45,9.9
2019,10,5,0,0,9.9
2019,10,5,0,15,9.9
2019,10,5,0,30,10
2019,10,5,0,45,9.7
2019,10,5,1,0,9.9
2019,10,5,1,15,9.8
2019,10,5,1,30,9.6
2019,10,5,1,45,9.6
2019,10,5,2,0,9.75
2019,10,5,2,15,9.75
2019,10,5,2,31,9.9
2019,10,5,2,45,9.4
2019,10,5,3,0,9.25
2019,10,5,3,15,9.25
2019,10,5,3,30,9.1
2019,10,5,3,45,9.5
2019,10,5,4,0,9.5
2019,10,5,4,15,9.5
2019,10,5,4,30,9.5
2019,10,5,4,45,9.7
2019,10,5,5,0,9.6
2019,10,5,5,15,9.8
2019,10,5,5,30,9.5
2019,10,5,5,45,9.1
2019,10,5,6,0,8.4
2019,10,5,6,15,7.2
2019,10,5,6,30,6.2
2019,10,5,6,45,5.4
2019,10,5,7,0,5
2019,10,5,7,15,4.8
2019,10,5,7,30,4.9
2019,10,5,7,45,6.8
2019,10,5,8,0,9.2
2019,10,5,8,15,8.8
2019,10,5,8,30,9
2019,10,5,8,45,9.4
2019,10,5,9,0,7.9
2019,10,5,9,15,10.5
2019,10,5,9,30,13.7
2019,10,5,9,45,14.7
2019,10,5,10,0,20
2019,10,5,10,15,24.1
2019,10,5,10,30,26
2019,10,5,10,45,26.5
2019,10,5,11,0,24.9
2019,10,5,11,15,24.4
2019,10,5,11,30,21.9
2019,10,5,11,45,21.1
2019,10,5,12,0,19.5
2019,10,5,12,15,18
2019,10,5,12,30,18
2019,10,5,12,45,16.8
2019,10,5,13,0,15.6
2019,10,5,13,15,13.5
2019,10,5,13,30,11.8
2019,10,5,13,45,10.6
2019,10,5,14,0,9.2
2019,10,5,14,15,7.4
2019,10,5,14,30,5.9
2019,10,5,14,45,4.7
2019,10,5,15,0,4.2
2019,10,5,15,15,4
2019,10,5,15,30,4.2
2019,10,5,15,45,5.5
2019,10,5,16,0,6.7
2019,10,5,16,15,8.1
2019,10,5,16,30,10.3
2019,10,5,16,45,11.6
2019,10,5,17,0,12.3
2019,10,5,17,15,13.7
2019,10,5,17,30,14.3
2019,10,5,17,45,14.8
2019,10,5,18,0,15.4
2019,10,5,18,15,15
2019,10,5,18,30,14.6
2019,10,5,18,45,14.7
2019,10,5,19,0,15.2
2019,10,5,19,15,15.4
2019,10,5,19,30,15.5
2019,10,5,19,45,14.5
2019,10,5,20,0,13.4
2019,10,5,20,15,12.6
2019,10,5,20,30,12.3
2019,10,5,20,45,12
2019,10,5,21,0,12
2019,10,5,21,15,12
2019,10,5,21,30,11.5
2019,10,5,21,45,11.5
2019,10,5,22,0,11.2
2019,10,5,22,15,11.4
2019,10,5,22,30,11
2019,10,5,22,45,11.1
2019,10,5,23,0,11.3
2019,10,5,23,15,11
2019,10,5,23,30,11.1
2019,10,5,23,45,11.2
2019,10,6,0,0,11.2
2019,10,6,0,15,11.1
2019,10,6,0,30,11
2019,10,6,0,45,11.1
2019,10,6,1,0,11.1
2019,10,6,1,15,11
2019,10,6,1,30,11.1
2019,10,6,1,45,11.3
2019,10,6,2,0,12.3
2019,10,6,2,15,12.3
2019,10,6,2,30,13.3
2019,10,6,2,45,13.5
2019,10,6,3,0,13.45
2019,10,6,3,15,13.45
2019,10,6,3,30,13.4
2019,10,6,3,45,13
2019,10,6,4,0,12.3
2019,10,6,4,15,12.2
2019,10,6,4,30,12
2019,10,6,4,45,12.5
2019,10,6,5,0,13.2
2019,10,6,5,15,13.4
2019,10,6,5,30,13.1
2019,10,6,5,45,12.4
2019,10,6,6,0,11.6
2019,10,6,6,15,12
2019,10,6,6,30,15
2019,10,6,6,45,17.3
2019,10,6,7,0,17.5
2019,10,6,7,15,14.5
2019,10,6,7,30,9.1
2019,10,6,7,45,4.5
2019,10,6,8,0,2.6
2019,10,6,8,15,2.8
2019,10,6,8,30,3
2019,10,6,8,45,3.5
2019,10,6,9,0,3.4
2019,10,6,9,15,2.9
2019,10,6,9,30,2.8
2019,10,6,9,45,2.7
2019,10,6,10,0,2.5
2019,10,6,10,15,2.9
2019,10,6,10,30,2.9
2019,10,6,10,45,2.6
2019,10,6,11,0,2.9
2019,10,6,11,15,2.6
2019,10,6,11,30,2.6
2019,10,6,11,45,3.8
2019,10,6,12,0,4.9
2019,10,6,12,15,6.1
2019,10,6,12,30,7.2
2019,10,6,12,45,7.6
2019,10,6,13,0,7.4
2019,10,6,13,15,7.4
2019,10,6,13,30,7.6
2019,10,6,13,45,7.3
2019,10,6,14,0,7.4
2019,10,6,14,15,7.5
2019,10,6,14,30,7
2019,10,6,14,45,5.9
2019,10,6,15,0,4.9
2019,10,6,15,15,3.5
2019,10,6,15,30,2.6
2019,10,6,15,45,2.7
2019,10,6,16,0,2.5
2019,10,6,16,15,2.4
2019,10,6,16,30,2.5
2019,10,6,16,45,2.1
2019,10,6,17,0,2
2019,10,6,17,15,2.4
2019,10,6,17,30,2.2
2019,10,6,17,45,2.3
2019,10,6,18,0,2.6
2019,10,6,18,15,2.4
2019,10,6,18,30,2.6
2019,10,6,18,45,2.8
2019,10,6,19,0,2.8
2019,10,6,19,15,2.7
2019,10,6,19,30,2.7
2019,10,6,19,45,2.8
2019,10,6,20,0,2.6
2019,10,6,20,15,2.8
2019,10,6,20,30,2.8
2019,10,6,20,45,2.7
2019,10,6,21,0,2.7
2019,10,6,21,15,2.5
2019,10,6,21,30,2.6
2019,10,6,21,45,2.5
2019,10,6,22,0,2.5
2019,10,6,22,15,2.6
2019,10,6,22,30,2.4
2019,10,6,22,45,2.4
2019,10,6,23,0,2.4
2019,10,6,23,15,2.3
2019,10,6,23,30,2.3
2019,10,6,23,45,2.4
2019,10,7,0,0,2.5
2019,10,7,0,15,2.6
2019,10,7,0,30,2.6
2019,10,7,0,45,2.6
2019,10,7,1,0,2.5
2019,10,7,1,15,2.5
2019,10,7,1,30,2.6
2019,10,7,1,45,2.5
2019,10,7,2,0,2.65
2019,10,7,2,15,2.65
2019,10,7,2,30,2.8
2019,10,7,2,45,2.9
2019,10,7,3,0,2.8
2019,10,7,3,15,2.8
2019,10,7,3,30,2.7
2019,10,7,3,45,2.8
2019,10,7,4,0,2.8
2019,10,7,4,15,4.1
2019,10,7,4,30,5.7
2019,10,7,4,45,7.2
2019,10,7,5,0,8.7
2019,10,7,5,15,9.1
2019,10,7,5,30,8.9
2019,10,7,5,45,8.6
2019,10,7,6,0,8.2
2019,10,7,6,15,10.3
2019,10,7,6,30,13.4
2019,10,7,6,45,16.6
2019,10,7,7,0,18.6
2019,10,7,7,15,14.9
2019,10,7,7,30,10.4
2019,10,7,7,45,6.1
2019,10,7,8,0,2.6
2019,10,7,8,15,2.6
2019,10,7,8,30,2.6
2019,10,7,8,45,2.3
2019,10,7,9,0,2.9
2019,10,7,9,15,2.8
2019,10,7,9,30,2.7
2019,10,7,9,45,2.9
2019,10,7,10,0,2.7
2019,10,7,10,15,3
2019,10,7,10,30,3
2019,10,7,10,45,2.9
2019,10,7,11,0,3
2019,10,7,11,15,2.7
2019,10,7,11,30,2.9
2019,10,7,11,45,2.8
2019,10,7,12,0,2.6
2019,10,7,12,15,2.8
2019,10,7,12,30,2.7
2019,10,7,12,45,2.9
2019,10,7,13,0,3
2019,10,7,13,15,2.7
2019,10,7,13,30,2.8
2019,10,7,13,45,2.5
2019,10,7,14,0,2.4
2019,10,7,14,15,2.5
2019,10,7,14,30,2.5
2019,10,7,14,45,2.5
2019,10,7,15,0,2.5
2019,10,7,15,15,2.5
2019,10,7,15,30,2.3
2019,10,7,15,45,2.4
2019,10,7,16,0,2.7
2019,10,7,16,15,3.1
2019,10,7,16,30,3.5
2019,10,7,16,45,3.9
2019,10,7,17,0,4.2
2019,10,7,17,15,4.4
2019,10,7,17,30,4.7
2019,10,7,17,45,5
2019,10,7,18,0,4.9
2019,10,7,18,15,5.1
2019,10,7,18,30,5
2019,10,7,18,45,4.8
2019,10,7,19,0,4.9
2019,10,7,19,15,4.8
2019,10,7,19,30,5
2019,10,7,19,45,5.4
2019,10,7,20,0,5.9
2019,10,7,20,15,6.5
2019,10,7,20,30,6.8
2019,10,7,20,45,6.9
2019,10,7,21,0,7
2019,10,7,21,15,7.9
2019,10,7,21,30,9
2019,10,7,21,45,9.9
2019,10,7,22,0,10.5
2019,10,7,22,15,10.5
2019,10,7,22,30,10.3
2019,10,7,22,45,10.6
2019,10,7,23,0,10.9
2019,10,7,23,15,10.6
2019,10,7,23,30,10.7
2019,10,7,23,45,10.4
2019,10,8,0,0,10.4
2019,10,8,0,15,10.5
2019,10,8,0,30,10.5
2019,10,8,0,45,10.7
2019,10,8,1,0,10.5
2019,10,8,1,15,10.3
2019,10,8,1,30,10
2019,10,8,1,45,10
2019,10,8,2,0,5
2019,10,8,2,15,5
2019,10,8,2,30,5
2019,10,8,2,45,5
2019,10,8,3,0,0
2019,10,8,3,15,5.55
2019,10,8,3,30,5.55
2019,10,8,3,45,5.55
2019,10,8,4,0,5.55
2019,10,8,4,15,11.1
2019,10,8,4,30,11.1
2019,10,8,4,45,10.9
2019,10,8,5,0,10.8
2019,10,8,5,15,11
2019,10,8,5,30,11.4
2019,10,8,5,45,11.6
2019,10,8,6,0,11.5
2019,10,8,6,15,11.3
2019,10,8,6,30,10.7
2019,10,8,6,45,10
2019,10,8,7,0,9.9
2019,10,8,7,15,9.8
2019,10,8,7,30,9.5
2019,10,8,7,45,9.1
2019,10,8,8,0,9
2019,10,8,8,15,8.7
2019,10,8,8,30,8.6
2019,10,8,8,45,8.5
2019,10,8,9,0,7.6
2019,10,8,9,15,6.4
2019,10,8,9,30,5.5
2019,10,8,9,45,4.8
2019,10,8,10,0,4.4
2019,10,8,10,15,3.9
2019,10,8,10,30,3.8
2019,10,8,10,45,3.6
2019,10,8,11,0,3.6
2019,10,8,11,15,3.9
2019,10,8,11,30,3.6
2019,10,8,11,45,3.7
2019,10,8,12,0,3.4
2019,10,8,12,15,3.3
2019,10,8,12,30,3.2
2019,10,8,12,45,3
2019,10,8,13,0,2.9
2019,10,8,13,15,2.6
2019,10,8,13,30,2.8
2019,10,8,13,45,2.7
2019,10,8,14,0,2.7
2019,10,8,14,15,2.7
2019,10,8,14,30,2.5
2019,10,8,14,45,2.8
2019,10,8,15,0,2.6
2019,10,8,15,15,2.7
2019,10,8,15,30,2.8
2019,10,8,15,45,2.4
2019,10,8,16,0,2.7
2019,10,8,16,15,2.9
2019,10,8,16,30,2.8
2019,10,8,16,45,2.7
2019,10,8,17,0,2.6
2019,10,8,17,15,2.6
2019,10,8,17,30,2.9
2019,10,8,17,45,3.2
2019,10,8,18,0,3.1
2019,10,8,18,15,3.3
2019,10,8,18,30,2.9
2019,10,8,18,45,3.1
2019,10,8,19,0,3.4
